1;0;3359.00;9.50;1166.00;0.00;0.08
2;0;3429.00;9.85;1699.00;0.00;0.32
3;0;3367.00;10.40;1807.00;0.00;0.28
4;0;3168.00;9.50;1858.00;0.00;0.88
5;0;2891.00;9.50;1626.00;0.00;0.84
6;0;3579.00;10.60;1758.00;0.00;0.28
7;0;3275.00;10.42;1829.00;0.00;0.36
8;0;3311.00;11.15;1677.00;0.00;0.20
9;0;1960.00;9.50;229.00;0.00;1.44
10;0;2999.00;12.12;1768.00;0.00;0.32
11;0;3076.00;11.85;1872.00;0.00;0.36
12;0;3504.00;9.80;1677.00;0.00;0.24
13;0;1361.00;9.50;303.00;0.00;1.36
14;0;2963.00;9.87;1723.00;0.00;0.28
15;0;3288.00;10.92;1918.00;0.00;0.36
16;0;5263.00;9.50;1552.00;0.00;1.20
17;0;3075.00;9.75;1567.00;0.00;0.24
18;0;3369.00;10.15;1796.00;0.00;0.28
19;0;3881.00;9.50;651.00;0.00;1.12
20;0;3132.00;9.50;1203.00;0.00;0.72
21;0;2949.00;9.50;1816.00;0.00;0.44
22;0;3166.00;9.50;2005.00;0.00;0.36
23;0;3500.00;9.80;1709.00;0.00;0.24
24;0;5231.00;9.50;500.00;0.00;1.00
25;0;5348.00;9.50;1275.00;0.00;1.20
26;0;3386.00;10.37;1794.00;0.00;0.36
27;0;2955.00;13.20;1754.00;0.00;0.36
28;0;4782.00;9.50;474.00;0.00;0.92
29;0;4179.00;9.50;636.00;0.00;0.80
30;0;3217.00;10.45;1878.00;0.00;0.28
31;0;3615.00;10.50;1714.00;0.00;0.24
32;0;3159.00;9.70;1768.00;0.00;0.24
33;0;4465.00;9.50;357.00;0.00;1.04
34;0;3944.00;9.50;785.00;0.00;1.04
35;0;3062.00;9.70;1730.00;0.00;0.28
36;0;3311.00;9.80;1860.00;0.00;0.44
37;0;3253.00;10.15;1782.00;0.00;0.20
38;0;3046.00;9.50;1927.00;0.00;0.32
39;0;3362.00;10.20;1702.00;0.00;0.24
40;0;3319.00;10.40;1785.00;0.00;0.28
41;0;2231.00;9.50;120.00;0.00;0.88
42;0;2439.00;9.50;303.00;0.00;1.28
43;0;2414.00;9.50;968.00;0.00;1.12
44;0;3107.00;9.57;1990.00;0.00;0.40
45;0;3579.00;10.00;1720.00;0.00;0.32
46;0;3043.00;11.37;1815.00;0.00;0.28
47;0;2343.00;9.50;1535.00;0.00;1.12
48;0;1472.00;9.50;2017.00;0.00;1.12
49;0;3058.00;10.92;1761.00;0.00;0.32
50;0;1105.00;9.50;69.00;0.00;1.28
51;0;24.00;9.50;419.00;0.00;1.08
52;0;3258.00;9.77;1766.00;0.00;0.24
53;0;2896.00;9.70;1706.00;0.00;0.24
54;0;9.00;9.50;1261.00;0.00;0.48
55;0;306.00;9.50;1591.00;0.00;1.44
56;0;396.00;9.50;682.00;0.00;1.00
57;0;3329.00;9.70;1735.00;0.00;0.24
58;0;3070.00;13.25;1908.00;0.00;0.36
59;0;1399.00;9.50;615.00;0.00;1.44
60;0;3367.00;10.70;1750.00;0.00;0.28
61;0;3162.00;11.45;1936.00;0.00;0.40
62;0;3445.00;10.32;1697.00;0.00;0.24
63;0;3171.00;9.80;1808.00;0.00;0.36
64;0;3268.00;9.70;1996.00;0.00;0.24
65;0;2905.00;12.20;1735.00;0.00;0.36
66;0;3173.00;9.75;1828.00;0.00;0.24
67;0;3205.00;9.65;1760.00;0.00;0.28
68;0;2879.00;9.70;1566.00;0.00;0.20
69;0;2995.00;10.50;1713.00;0.00;0.28
70;0;3315.00;10.30;1733.00;0.00;0.28
71;0;3301.00;9.80;1704.00;0.00;0.28
72;0;3433.00;10.60;1761.00;0.00;0.36
73;0;3513.00;9.80;1698.00;0.00;0.20
74;0;3276.00;10.50;1933.00;0.00;0.48
75;0;3433.00;9.97;1745.00;0.00;0.32
76;0;3187.00;11.55;1983.00;0.00;0.32
77;0;3010.00;11.62;1755.00;0.00;0.32
78;0;3538.00;9.70;1184.00;0.00;0.36
79;0;3286.00;10.30;1725.00;0.00;0.24
80;0;3287.00;10.60;1821.00;0.00;0.40
81;0;3386.00;10.37;1725.00;0.00;0.32
82;0;3225.00;10.35;1852.00;0.00;0.32
83;0;3177.00;9.70;1707.00;0.00;0.28
84;0;3479.00;9.90;1737.00;0.00;0.24
85;0;3369.00;10.47;1684.00;0.00;0.28
86;0;3325.00;9.97;1879.00;0.00;0.32
87;0;3524.00;10.50;1811.00;0.00;0.96
88;0;3625.00;10.05;1734.00;0.00;0.36
89;0;3387.00;10.00;1775.00;0.00;0.24
90;0;3334.00;10.22;1766.00;0.00;0.20
91;0;3094.00;10.37;1968.00;0.00;0.60
92;0;3348.00;9.87;1793.00;0.00;0.28
93;0;3367.00;9.97;1711.00;0.00;0.24
94;0;3343.00;10.35;1847.00;0.00;0.32
95;0;3266.00;9.80;1690.00;0.00;0.24
96;0;3999.00;9.70;2008.00;0.00;1.68
97;0;3454.00;10.32;1687.00;0.00;0.20
98;0;3415.00;10.60;1898.00;0.00;0.60
99;0;3585.00;10.52;1777.00;0.00;0.52
100;0;2932.00;12.02;1723.00;0.00;0.28
101;0;3112.00;12.30;1930.00;0.00;0.36
102;0;2929.00;13.42;1788.00;0.00;0.28
103;0;3235.00;9.80;1966.00;0.00;0.48
104;0;3248.00;9.70;1724.00;0.00;0.20
105;0;3640.00;10.20;1929.00;0.00;1.24
106;0;3452.00;10.42;1716.00;0.00;0.20
107;0;2985.00;9.80;1842.00;0.00;0.20
108;0;3567.00;10.50;1772.00;0.00;0.44
109;0;3092.00;10.97;1863.00;0.00;0.32
110;0;3323.00;10.60;1687.00;0.00;0.32
111;0;2986.00;13.70;1786.00;0.00;0.24
112;0;3527.00;9.80;1685.00;0.00;0.16
113;0;3025.00;12.05;1792.00;0.00;0.32
114;0;3036.00;10.90;1740.00;0.00;0.28
115;0;2994.00;11.57;1826.00;0.00;0.36
116;0;3342.00;10.07;1957.00;0.00;0.52
117;0;3292.00;10.05;1705.00;0.00;0.28
118;0;3100.00;10.67;1833.00;0.00;0.40
119;0;3523.00;9.80;1725.00;0.00;0.28
120;0;3215.00;10.40;1854.00;0.00;0.36
121;0;3421.00;10.50;1677.00;0.00;0.28
122;0;2888.00;9.50;1746.00;0.00;0.28
123;0;3653.00;9.70;1735.00;0.00;0.32
124;0;3196.00;10.45;1896.00;0.00;0.40
125;0;3062.00;10.00;1781.00;0.00;0.28
126;0;3245.00;10.25;1714.00;0.00;0.24
127;0;3368.00;10.20;1785.00;0.00;0.28
128;0;3175.00;11.40;1969.00;0.00;0.36
129;0;3394.00;10.22;1707.00;0.00;0.32
130;0;3080.00;10.65;1803.00;0.00;0.32
131;0;2728.00;10.90;1708.00;0.00;0.28
132;0;3212.00;10.30;1827.00;0.00;0.44
133;0;2991.00;12.07;1768.00;0.00;0.36
134;0;3317.00;9.80;1847.00;0.00;0.32
135;0;3494.00;9.80;1680.00;0.00;0.28
136;0;3238.00;10.40;1788.00;0.00;0.28
137;0;2906.00;9.50;1713.00;0.00;0.32
138;0;3380.00;9.80;1786.00;0.00;0.28
139;0;3268.00;9.87;1775.00;0.00;0.32
140;0;3408.00;9.90;1813.00;0.00;0.44
141;0;3227.00;10.02;1798.00;0.00;0.24
142;0;3297.00;9.90;1959.00;0.00;0.36
143;0;3463.00;10.30;1703.00;0.00;0.24
144;0;2961.00;11.35;1746.00;0.00;0.24
145;0;3076.00;11.57;1848.00;0.00;0.36
